101.2885411,-16.71314306,-1.44
95.98787763,-52.69571799,-0.62
213.918114,19.18726997,-0.05
219.9204103,-60.83514707,-0.01
279.2341083,38.78299311,0.03
79.17206517,45.99902927,0.08
78.63446353,-8.20163919,0.18
114.8272419,5.22750767,0.4
24.42813204,-57.23666007,0.45
88.79287161,7.40703634,0.45
210.956019,-60.3729784,0.61
297.6945086,8.86738491,0.76
186.6497559,-63.09905586,0.77
68.98000195,16.50976164,0.87
201.2983523,-11.16124491,0.98
247.351948,-26.43194608,1.06
116.3306826,28.02631031,1.16
344.4117732,-29.62183701,1.17
191.9304954,-59.68873246,1.25
310.3579727,45.28033423,1.25
219.9141283,-60.83947139,1.35
152.0935808,11.96719513,1.36
104.6564445,-28.97208931,1.5
113.650019,31.88863645,1.58
187.791372,-57.11256922,1.59
263.4021937,-37.10374835,1.62
81.28278416,6.34973451,1.64
81.57290804,28.60787346,1.65
138.3010033,-69.71747245,1.67
84.05338572,-1.20191725,1.69
332.0578184,-46.96061593,1.73
85.18968672,-1.94257841,1.74
122.3831473,-47.33661177,1.75
193.5068041,55.95984301,1.76
51.08061889,49.86124281,1.79
276.0431097,-34.3843146,1.79
165.9326537,61.75111888,1.81
107.0978585,-26.39320776,1.83
206.8856088,49.31330288,1.85
125.628603,-59.50953829,1.86
264.3296907,-42.99782155,1.86
89.88237261,44.94743492,1.9
252.1661074,-69.02763503,1.91
99.42792641,16.39941482,1.93
131.1758221,-54.70856797,1.93
306.4118735,-56.73488071,1.94
37.94614689,89.26413805,1.97
95.6749475,-17.95591658,1.98
141.8968826,-8.65868335,1.99
31.79285757,23.46277743,2.01
154.9923405,19.84186032,2.01
10.89678452,-17.9866841,2.04
283.8163196,-26.29659428,2.05
211.6721861,-36.36869575,2.06
2.09653333,29.09082805,2.07
17.43248991,35.62083048,2.07
86.93911641,-9.66960186,2.07
222.6766475,74.15547596,2.07
340.6663953,-46.88456594,2.07
263.7333532,12.56057584,2.08
47.04220716,40.9556512,2.09
30.97466283,42.32984832,2.1
177.2661598,14.57233687,2.14
14.17708808,60.71674966,2.15
190.3800208,-48.95988553,2.2
120.8961256,-40.00318846,2.21
139.2726183,-59.27526115,2.21
233.6716229,26.71491041,2.22
136.9990713,-43.43262406,2.23
200.980916,54.92541525,2.23
305.5570835,40.2566815,2.23
